position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
13,13,3,0,hall,,,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver),Jim,Hall,1935-07-23,American,lotus-brm,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-BRM,British
14,14,2,0,beaufort,,,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort,Carel Godin,de Beaufort,1934-04-10,Dutch,porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German
15,15,1,0,siffert,,,http://en.wikipedia.org/wiki/Jo_Siffert,Jo,Siffert,1936-07-07,Swiss,lotus-brm,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-BRM,British
16,16,1,0,trevor_taylor,,,http://en.wikipedia.org/wiki/Trevor_Taylor,Trevor,Taylor,1936-12-26,British,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
17,17,1,0,scarfiotti,,,http://en.wikipedia.org/wiki/Ludovico_Scarfiotti,Ludovico,Scarfiotti,1933-10-18,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
,-,0,0,amon,,,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander,lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British
,-,0,0,sharp,,,http://en.wikipedia.org/wiki/Hap_Sharp,Hap,Sharp,1928-01-01,American,lotus-brm,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-BRM,British
,-,0,0,broeker,,,http://en.wikipedia.org/wiki/Peter_Broeker,Peter,Broeker,1926-05-15,Canadian,stebro,http://en.wikipedia.org/wiki/Stebro,Stebro,Canadian
,-,0,0,trintignant,,,http://en.wikipedia.org/wiki/Maurice_Trintignant,Maurice,Trintignant,1917-10-30,French,lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British
,-,0,0,hailwood,,,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,settember,,,http://en.wikipedia.org/wiki/Tony_Settember,Tony,Settember,1926-07-10,American,scirocco,http://en.wikipedia.org/wiki/Scirocco-Powell,Scirocco,British
,-,0,0,love,,,http://en.wikipedia.org/wiki/John_Love_(racing_driver),John,Love,1924-12-07,Rhodesian,cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
,-,0,0,collomb,,,http://en.wikipedia.org/wiki/Bernard_Collomb,Bernard,Collomb,1930-10-07,French,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,phil_hill,,,http://en.wikipedia.org/wiki/Phil_Hill,Phil,Hill,1927-04-20,American,ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian
,-,0,0,gregory,,,http://en.wikipedia.org/wiki/Masten_Gregory,Masten,Gregory,1932-02-29,American,lotus-brm,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-BRM,British
,-,0,0,solana,,,http://en.wikipedia.org/wiki/Mois%C3%A9s_Solana,Moisés,Solana,1935-12-26,Mexican,brm,http://en.wikipedia.org/wiki/BRM,BRM,British
,-,0,0,serrurier,,,http://en.wikipedia.org/wiki/Doug_Serrurier,Doug,Serrurier,1920-12-09,South African,lds,http://en.wikipedia.org/wiki/LDS_(automobile),LDS,South African
,-,0,0,anderson,,,http://en.wikipedia.org/wiki/Bob_Anderson_(racing_driver),Bob,Anderson,1931-05-19,British,lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British
