position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
,-,0,0,trintignant,,,http://en.wikipedia.org/wiki/Maurice_Trintignant,Maurice,Trintignant,1917-10-30,French,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,lewis,,,http://en.wikipedia.org/wiki/Jackie_Lewis,Jackie,Lewis,1936-11-01,British,cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
,-,0,0,love,,,http://en.wikipedia.org/wiki/John_Love_(racing_driver),John,Love,1924-12-07,Rhodesian,cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
,-,0,0,vaccarella,,,http://en.wikipedia.org/wiki/Nino_Vaccarella,Nino,Vaccarella,1933-03-04,Italian,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,bianchi,,BIA,http://en.wikipedia.org/wiki/Lucien_Bianchi,Lucien,Bianchi,1934-11-10,Belgian,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,penske,,,http://en.wikipedia.org/wiki/Roger_Penske,Roger,Penske,1937-02-20,American,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,johnstone,,,http://en.wikipedia.org/wiki/Bruce_Johnstone_(racing_driver),Bruce,Johnstone,1937-01-30,South African,brm,http://en.wikipedia.org/wiki/BRM,BRM,British
,-,0,0,siffert,,,http://en.wikipedia.org/wiki/Jo_Siffert,Jo,Siffert,1936-07-07,Swiss,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,schroeder,,,http://en.wikipedia.org/wiki/Rob_Schroeder,Rob,Schroeder,1926-05-11,British,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,pieterse,,,http://en.wikipedia.org/wiki/Ernie_Pieterse,Ernie,Pieterse,1938-07-04,South African,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
,-,0,0,burgess,,,http://en.wikipedia.org/wiki/Ian_Burgess,Ian,Burgess,1930-07-06,British,cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
