position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
15,15,4,0,hill,,,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
16,16,3,0,reutemann,,,http://en.wikipedia.org/wiki/Carlos_Reutemann,Carlos,Reutemann,1942-04-12,Argentine,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
17,17,3,0,adamich,,,http://en.wikipedia.org/wiki/Andrea_de_Adamich,Andrea,de Adamich,1941-10-03,Italian,surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British
18,18,3,0,pace,,,http://en.wikipedia.org/wiki/Carlos_Pace,Carlos,Pace,1944-10-06,Brazilian,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
19,19,2,0,schenken,,,http://en.wikipedia.org/wiki/Tim_Schenken,Tim,Schenken,1943-09-26,Australian,surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British
20,20,1,0,merzario,,,http://en.wikipedia.org/wiki/Arturo_Merzario,Arturo,Merzario,1943-03-11,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
21,21,1,0,gethin,,,http://en.wikipedia.org/wiki/Peter_Gethin,Peter,Gethin,1940-02-21,British,brm,http://en.wikipedia.org/wiki/BRM,BRM,British
,-,0,0,wilson_fittipaldi,,,http://en.wikipedia.org/wiki/Wilson_Fittipaldi,Wilson,Fittipaldi,1943-12-25,Brazilian,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
,-,0,0,lauda,,,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
,-,0,0,depailler,,,http://en.wikipedia.org/wiki/Patrick_Depailler,Patrick,Depailler,1944-08-09,French,tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British
,-,0,0,marko,,,http://en.wikipedia.org/wiki/Helmut_Marko,Helmut,Marko,1943-04-27,Austrian,brm,http://en.wikipedia.org/wiki/BRM,BRM,British
,-,0,0,beuttler,,,http://en.wikipedia.org/wiki/Mike_Beuttler,Mike,Beuttler,1940-04-13,British,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
,-,0,0,pescarolo,,,http://en.wikipedia.org/wiki/Henri_Pescarolo,Henri,Pescarolo,1942-09-25,French,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
,-,0,0,walker,,,http://en.wikipedia.org/wiki/David_Walker_(racing_driver),David,Walker,1941-06-10,Australian,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
,-,0,0,scheckter,,,http://en.wikipedia.org/wiki/Jody_Scheckter,Jody,Scheckter,1950-01-29,South African,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
,-,0,0,stommelen,,,http://en.wikipedia.org/wiki/Rolf_Stommelen,Rolf,Stommelen,1943-07-11,German,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
