position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
20,20,3,0,bonnier,,,http://en.wikipedia.org/wiki/Joakim_Bonnier,Jo,Bonnier,1930-01-31,Swedish,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
21,21,2,0,rathmann,,,http://en.wikipedia.org/wiki/Jim_Rathmann,Jim,Rathmann,1928-07-16,American,epperly,http://en.wikipedia.org/wiki/Epperly,Epperly,American
,-,0,0,gregory,,,http://en.wikipedia.org/wiki/Masten_Gregory,Masten,Gregory,1932-02-29,American,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
,-,0,0,shelby,,,http://en.wikipedia.org/wiki/Carroll_Shelby,Carroll,Shelby,1923-01-11,American,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
,-,0,0,mclaren,,,http://en.wikipedia.org/wiki/Bruce_McLaren,Bruce,McLaren,1937-08-30,New Zealander,cooper,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper,British
,-,0,0,hill,,,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
,-,0,0,gendebien,,,http://en.wikipedia.org/wiki/Olivier_Gendebien,Olivier,Gendebien,1924-01-12,Belgian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
,-,0,0,reece,,,http://en.wikipedia.org/wiki/Jimmy_Reece,Jimmy,Reece,1929-11-17,American,watson,http://en.wikipedia.org/wiki/A.J._Watson,Watson,American
,-,0,0,barth,,,http://en.wikipedia.org/wiki/Edgar_Barth,Edgar,Barth,1917-01-26,German,porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German
,-,0,0,burgess,,,http://en.wikipedia.org/wiki/Ian_Burgess,Ian,Burgess,1930-07-06,British,cooper,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper,British
,-,0,0,menditeguy,,,http://en.wikipedia.org/wiki/Carlos_Menditeguy,Carlos,Menditeguy,1914-08-10,Argentine,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
