position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
16,16,2,0,hakkinen,,,http://en.wikipedia.org/wiki/Mika_H%C3%A4kkinen,Mika,Häkkinen,1968-09-28,Finnish,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
17,17,2,0,brundle,,,http://en.wikipedia.org/wiki/Martin_Brundle,Martin,Brundle,1959-06-01,British,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
18,18,1,0,pirro,,,http://en.wikipedia.org/wiki/Emanuele_Pirro,Emanuele,Pirro,1962-01-12,Italian,dallara,http://en.wikipedia.org/wiki/Dallara,Dallara,Italian
19,19,1,0,blundell,,,http://en.wikipedia.org/wiki/Mark_Blundell,Mark,Blundell,1966-04-08,British,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
20,20,1,0,capelli,,,http://en.wikipedia.org/wiki/Ivan_Capelli,Ivan,Capelli,1963-05-24,Italian,leyton,http://en.wikipedia.org/wiki/Leyton_House,Leyton House,British
21,21,1,0,bernard,,,http://en.wikipedia.org/wiki/%C3%89ric_Bernard,Éric,Bernard,1964-08-24,French,larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French
22,22,1,0,suzuki,,,http://en.wikipedia.org/wiki/Aguri_Suzuki,Aguri,Suzuki,1960-09-08,Japanese,larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French
23,23,1,0,bailey,,,http://en.wikipedia.org/wiki/Julian_Bailey,Julian,Bailey,1961-10-09,British,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
24,24,0.5,0,morbidelli,,,http://en.wikipedia.org/wiki/Gianni_Morbidelli,Gianni,Morbidelli,1968-01-13,Italian,minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian
,-,0,0,gugelmin,,,http://en.wikipedia.org/wiki/Maur%C3%ADcio_Gugelmin,Maurício,Gugelmin,1963-04-20,Brazilian,leyton,http://en.wikipedia.org/wiki/Leyton_House,Leyton House,British
,-,0,0,boutsen,,,http://en.wikipedia.org/wiki/Thierry_Boutsen,Thierry,Boutsen,1957-07-13,Belgian,ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French
,-,0,0,herbert,,,http://en.wikipedia.org/wiki/Johnny_Herbert,Johnny,Herbert,1964-06-25,British,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
,-,0,0,larini,,,http://en.wikipedia.org/wiki/Nicola_Larini,Nicola,Larini,1964-03-19,Italian,lambo,http://en.wikipedia.org/wiki/Modena_(racing_team),Lambo,Italian
,-,0,0,comas,,,http://en.wikipedia.org/wiki/%C3%89rik_Comas,Érik,Comas,1963-09-28,French,ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French
,-,0,0,tarquini,,,http://en.wikipedia.org/wiki/Gabriele_Tarquini,Gabriele,Tarquini,1962-03-02,Italian,ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French
